Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2002-02-13 00:00:00-05:00,1.6201285465771205,1.6933500112622157,1.6032959779861902,1.6916667222976685,76216000,0.0,0.0
2002-02-14 00:00:00-05:00,1.7127077057147178,1.7160741238102675,1.6706264360928686,1.6832507848739624,11021600,0.0,0.0
2002-02-15 00:00:00-05:00,1.6832502965735487,1.6874583581040796,1.6580016063358487,1.6748340129852295,8389600,0.0,0.0
2002-02-19 00:00:00-05:00,1.6664180429782811,1.6664180429782811,1.5780474499897692,1.6075043678283691,7410400,0.0,0.0
2002-02-20 00:00:00-05:00,1.6159206597904248,1.6622099876403809,1.6032961517156292,1.6622099876403809,6892800,0.0,0.0
2002-02-21 00:00:00-05:00,1.6563178960686922,1.6706255263701333,1.6411686215698467,1.658001184463501,6976800,0.0,0.0
2002-02-22 00:00:00-05:00,1.670626067778491,1.670626067778491,1.615920461436213,1.628544807434082,3525600,0.0,0.0
2002-02-25 00:00:00-05:00,1.6243368576521486,1.653793776941653,1.6058211577834325,1.6411694288253784,3453600,0.0,0.0
2002-02-26 00:00:00-05:00,1.6327531432387636,1.6580019999986084,1.6066628023948235,1.6411694288253784,2761600,0.0,0.0
2002-02-27 00:00:00-05:00,1.628544544543802,1.6293861888780987,1.5990876349523884,1.6117119789123535,4091200,0.0,0.0
2002-02-28 00:00:00-05:00,1.6159206530004386,1.6369612856669689,1.607504367828369,1.6075043678283691,2751200,0.0,0.0
2002-03-01 00:00:00-05:00,1.6032959020275483,1.645377160983938,1.5974045514580157,1.630228042602539,1913600,0.0,0.0
2002-03-04 00:00:00-05:00,1.6369605611100413,1.667258949580516,1.6344356285178283,1.658001184463501,3180800,0.0,0.0
2002-03-05 00:00:00-05:00,1.649584698270878,1.6537927582083805,1.612553160817508,1.62012779712677,3444800,0.0,0.0
2002-03-06 00:00:00-05:00,1.619286878789586,1.6352778026680965,1.615920461436213,1.628544807434082,1316800,0.0,0.0
2002-03-07 00:00:00-05:00,1.6285445107374923,1.7337476424320688,1.6285445107374923,1.7185983657836914,2700800,0.0,0.0
2002-03-08 00:00:00-05:00,1.7084989468425034,1.7674127700552464,1.7084989468425034,1.7589964866638184,1600800,0.0,0.0
2002-03-11 00:00:00-05:00,1.750580668036166,1.8010782212641374,1.7463726054868753,1.7817208766937256,5462400,0.0,0.0
2002-03-12 00:00:00-05:00,1.7674128047056807,1.8431590356590444,1.7674128047056807,1.7842453718185425,5819200,0.0,0.0
2002-03-13 00:00:00-05:00,1.7842449338333572,1.8094936177775052,1.7379554658994627,1.7690956592559814,5063200,0.0,0.0
2002-03-14 00:00:00-05:00,1.7690961898330595,1.7842454689539191,1.7539469107121997,1.7674129009246826,1696800,0.0,0.0
2002-03-15 00:00:00-05:00,1.7674125169025294,1.7758287990884638,1.6748337339117128,1.7127069234848022,1708000,0.0,0.0
2002-03-18 00:00:00-05:00,1.716915028023474,1.716915028023474,1.6032956169389072,1.6243362426757812,2207200,0.0,0.0
2002-03-19 00:00:00-05:00,1.6369607056272222,1.641168766458531,1.5654225478043529,1.5738388299942017,3229600,0.0,0.0
2002-03-20 00:00:00-05:00,1.5612142590031939,1.5612142590031939,1.4307624525412086,1.5166082382202148,9236000,0.0,0.0
2002-03-21 00:00:00-05:00,1.5166084443391203,1.6201282914479573,1.5166084443391203,1.5780470371246338,4427200,0.0,0.0
2002-03-22 00:00:00-05:00,1.5780469302655522,1.6487434455836278,1.5578479488214214,1.6243362426757812,2494400,0.0,0.0
2002-03-25 00:00:00-05:00,1.6411693170705097,1.6672596561378372,1.614237333449103,1.6596850156784058,7571200,0.0,0.0
2002-03-26 00:00:00-05:00,1.683250600413889,1.6916668855214156,1.6647349015991593,1.6815673112869263,1816800,0.0,0.0
2002-03-27 00:00:00-05:00,1.6815668944096953,1.7674126922753215,1.6748339000983077,1.7337477207183838,1369600,0.0,0.0
2002-03-28 00:00:00-05:00,1.7253318308478314,1.7337481157866923,1.691666851619672,1.7000831365585327,1714400,0.0,0.0
2002-04-01 00:00:00-05:00,1.687458064854239,1.687458064854239,1.5990875038522436,1.6032955646514893,1880000,0.0,0.0
2002-04-02 00:00:00-05:00,1.5990879222771779,1.5990879222771779,1.5443823149363076,1.5687893629074097,2098400,0.0,0.0
2002-04-03 00:00:00-05:00,1.5696313129178003,1.5822556616034116,1.5519572568634052,1.5654232501983643,567200,0.0,0.0
2002-04-04 00:00:00-05:00,1.5612142614513125,1.6032955101214528,1.5612142614513125,1.594879388809204,763200,0.0,0.0
2002-04-05 00:00:00-05:00,1.5948794561932198,1.6327524852801554,1.5561646223068237,1.5561646223068237,837600,0.0,0.0
2002-04-08 00:00:00-04:00,1.5654228590046977,1.5654228590046977,1.4955679758383487,1.5401740074157715,1558400,0.0,0.0
2002-04-09 00:00:00-04:00,1.5317575158039938,1.6159200131442744,1.5317575158039938,1.594879388809204,3562400,0.0,0.0
2002-04-10 00:00:00-04:00,1.590671485665201,1.6032958306849134,1.5780471406454881,1.5923547744750977,1302400,0.0,0.0
2002-04-11 00:00:00-04:00,1.591513582932183,1.591513582932183,1.5570069551467896,1.5570069551467896,1444000,0.0,0.0
2002-04-12 00:00:00-04:00,1.5696306501996669,1.5696306501996669,1.5199747605446186,1.5359656810760498,1236000,0.0,0.0
2002-04-15 00:00:00-04:00,1.5317576716392793,1.5628977089280083,1.530916027316984,1.562056064605713,1559200,0.0,0.0
2002-04-16 00:00:00-04:00,1.5780474402402578,1.6159206430169386,1.5780474402402578,1.5990880727767944,1225600,0.0,0.0
